,TransactionID,DateTime,Date_Key,Branch,Customer_ID,SKU_ID,SKU,Brand,SKU_Category,Qty,NormalPrice,DiscountedPrice,DiscountPercentage,Total_Price,Promo_Category
21,T118637,2025-08-13 09:28:57,20250813,Jakarta,C10500,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4,4000.0,4000.0,0.0,16000.0,No Promo
22,T045238,2025-05-30 09:00:19,20250530,Jakarta,C70224,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,2,4000.0,4000.0,0.0,8000.0,No Promo
23,T154896,2025-09-14 15:31:06,20250914,Jakarta,C83127,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,5,10000.0,9500.0,0.05,47500.0,Promo Normal
24,T201689,2025-10-24 20:50:29,20251024,Jakarta,C55857,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5,5800.0,5800.0,0.0,29000.0,No Promo
25,T205775,2025-10-27 10:55:11,20251027,Surabaya,C97001,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,3,3500.0,3500.0,0.0,10500.0,No Promo
26,T097296,2025-07-23 13:41:43,20250723,Bandung,C66544,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,2,3500.0,2450.0,0.3,4900.0,Promo Seasonal High
27,T036231,2025-05-19 13:04:50,20250519,Bandung,C38634,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,3,7000.0,7000.0,0.0,21000.0,No Promo
28,T066022,2025-06-21 18:13:12,20250621,Surabaya,C31148,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,5,7000.0,7000.0,0.0,35000.0,No Promo
29,T136363,2025-08-29 20:47:43,20250829,Jakarta,C86510,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,2,4000.0,2800.0,0.3,5600.0,Promo Seasonal High
30,T119369,2025-08-13 10:43:46,20250813,Semarang,C27866,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,1,10000.0,8000.0,0.2,8000.0,Promo Bundling
31,T108189,2025-08-03 20:08:39,20250803,Surabaya,C90717,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,4,3500.0,3500.0,0.0,14000.0,No Promo
32,T048561,2025-06-03 10:37:29,20250603,Jakarta,C67360,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,4,10000.0,8000.0,0.2,32000.0,Promo Bundling
33,T065373,2025-06-20 09:43:09,20250620,Bandung,C19509,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,3,5000.0,4500.0,0.1,13500.0,Promo Bundling
34,T109685,2025-08-05 17:10:02,20250805,Jakarta,C70040,S001,Richeese Wafer Keju 50g,Richeese,Wafer,3,5800.0,4060.0,0.3,12180.0,Promo Seasonal High
35,T208612,2025-10-30 11:30:34,20251030,Jakarta,C56723,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,2,4000.0,4000.0,0.0,8000.0,No Promo
36,T078850,2025-07-05 13:20:15,20250705,Jakarta,C55587,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,4,7000.0,7000.0,0.0,28000.0,No Promo
37,T169688,2025-09-26 15:22:54,20250926,Jakarta,C55770,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,1,4000.0,2800.0,0.3,2800.0,Promo Seasonal High
38,T060065,2025-06-15 14:28:35,20250615,Jakarta,C74639,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,2,4000.0,2800.0,0.3,5600.0,Promo Seasonal High
39,T194171,2025-10-17 17:39:04,20251017,Jakarta,C40575,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,2,7000.0,5600.0,0.2,11200.0,Promo Bundling
40,T161145,2025-09-19 16:33:53,20250919,Jakarta,C21071,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,5,7000.0,5250.0,0.25,26250.0,Promo Seasonal High
41,T106533,2025-08-01 09:13:19,20250801,Semarang,C88967,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,3,4000.0,4000.0,0.0,12000.0,No Promo
42,T103681,2025-07-30 09:20:36,20250730,Jakarta,C23763,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,3,4500.0,4500.0,0.0,13500.0,No Promo
43,T071821,2025-06-27 15:03:00,20250627,Bandung,C06439,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,5,3500.0,2450.0,0.3,12250.0,Promo Seasonal High
44,T081459,2025-07-07 15:32:33,20250707,Bandung,C63196,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,2,7000.0,7000.0,0.0,14000.0,No Promo
45,T108846,2025-08-04 16:50:08,20250804,Jakarta,C90703,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,2,4000.0,3600.0,0.1,7200.0,Promo Normal
46,T040658,2025-05-25 17:09:47,20250525,Jakarta,C86308,S001,Richeese Wafer Keju 50g,Richeese,Wafer,2,5800.0,5220.0,0.1,10440.0,Promo Bundling
47,T086166,2025-07-12 18:48:23,20250712,Surabaya,C73383,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,5,7000.0,7000.0,0.0,35000.0,No Promo
48,T072731,2025-06-28 11:42:57,20250628,Bandung,C86589,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,5,5800.0,5220.0,0.1,26100.0,Promo Bundling
49,T147322,2025-09-07 16:58:02,20250907,Surabaya,C81975,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,1,7000.0,7000.0,0.0,7000.0,No Promo
50,T173149,2025-09-29 10:50:30,20250929,Jakarta,C59882,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,5,7000.0,7000.0,0.0,35000.0,No Promo
51,T048665,2025-06-03 16:26:43,20250603,Jakarta,C28056,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3,3000.0,3000.0,0.0,9000.0,No Promo
52,T150802,2025-09-10 10:30:05,20250910,Surabaya,C60833,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,1,4000.0,2800.0,0.3,2800.0,Promo Seasonal High
53,T123637,2025-08-17 16:44:48,20250817,Surabaya,C47542,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,1,3500.0,3500.0,0.0,3500.0,No Promo
54,T101960,2025-07-28 09:47:44,20250728,Surabaya,C96909,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,4,5800.0,4350.0,0.25,17400.0,Promo Seasonal High
55,T067087,2025-06-22 15:07:10,20250622,Surabaya,C45644,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,5,7000.0,7000.0,0.0,35000.0,No Promo
56,T157998,2025-09-16 13:43:29,20250916,Surabaya,C94908,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,1,5500.0,5500.0,0.0,5500.0,No Promo
57,T105814,2025-08-01 09:38:03,20250801,Jakarta,C71958,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,5,4000.0,4000.0,0.0,20000.0,No Promo
58,T064850,2025-06-20 12:03:15,20250620,Jakarta,C73060,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,1,5000.0,4500.0,0.1,4500.0,Promo Bundling
59,T112820,2025-08-07 09:36:30,20250807,Bandung,C12962,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,3,4000.0,3000.0,0.25,9000.0,Promo Seasonal High
60,T067552,2025-06-23 10:17:47,20250623,Jakarta,C86382,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,5,3500.0,2450.0,0.3,12250.0,Promo Seasonal High
61,T101267,2025-07-27 16:28:31,20250727,Bandung,C19166,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,2,5000.0,5000.0,0.0,10000.0,No Promo
62,T061936,2025-06-17 15:46:29,20250617,Jakarta,C66999,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,5,4000.0,4000.0,0.0,20000.0,No Promo
63,T070389,2025-06-26 13:04:42,20250626,Jakarta,C20070,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,4,3500.0,2450.0,0.3,9800.0,Promo Seasonal High
64,T198570,2025-10-21 16:33:48,20251021,Jakarta,C95694,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,4,3500.0,3500.0,0.0,14000.0,No Promo
65,T176067,2025-10-01 13:37:27,20251001,Surabaya,C68950,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,5,10000.0,7000.0,0.3,35000.0,Promo Seasonal High
66,T207763,2025-10-29 09:23:59,20251029,Surabaya,C85832,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,4,10000.0,10000.0,0.0,40000.0,No Promo
67,T038854,2025-05-22 14:40:26,20250522,Bandung,C96850,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,1,3000.0,2700.0,0.1,2700.0,Promo Normal
68,T107890,2025-08-03 17:19:40,20250803,Jakarta,C26230,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,5,4000.0,4000.0,0.0,20000.0,No Promo
69,T109749,2025-08-05 18:03:32,20250805,Jakarta,C27972,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,2,10000.0,8000.0,0.2,16000.0,Promo Bundling
70,T163914,2025-09-21 19:29:06,20250921,Surabaya,C34500,S001,Richeese Wafer Keju 50g,Richeese,Wafer,4,5800.0,5800.0,0.0,23200.0,No Promo
71,T077435,2025-07-03 19:44:55,20250703,Surabaya,C97504,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,2,7000.0,4900.0,0.3,9800.0,Promo Seasonal High
72,T121789,2025-08-16 13:20:24,20250816,Jakarta,C53177,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,4,10000.0,10000.0,0.0,40000.0,No Promo
73,T085420,2025-07-11 20:37:32,20250711,Bandung,C98288,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,4,5500.0,5500.0,0.0,22000.0,No Promo
74,T093978,2025-07-20 16:50:51,20250720,Jakarta,C62705,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,5,3000.0,3000.0,0.0,15000.0,No Promo
75,T077079,2025-07-03 13:25:12,20250703,Jakarta,C20821,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,2,5500.0,5500.0,0.0,11000.0,No Promo
76,T185306,2025-10-09 11:23:29,20251009,Surabaya,C47785,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,3,7000.0,5600.0,0.2,16800.0,Promo Bundling
77,T203329,2025-10-25 17:30:42,20251025,Surabaya,C47225,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,2,5800.0,5800.0,0.0,11600.0,No Promo
78,T053029,2025-06-07 15:26:01,20250607,Semarang,C12599,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,3,7000.0,7000.0,0.0,21000.0,No Promo
79,T152636,2025-09-12 14:21:46,20250912,Jakarta,C69752,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,3,5000.0,4000.0,0.2,12000.0,Promo Bundling
80,T136856,2025-08-29 11:49:51,20250829,Surabaya,C68352,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,5,7000.0,5250.0,0.25,26250.0,Promo Seasonal High
81,T053927,2025-06-08 16:18:11,20250608,Bandung,C78812,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,4,3000.0,2850.0,0.05,11400.0,Promo Normal
82,T095966,2025-07-22 15:32:19,20250722,Surabaya,C74286,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,1,10000.0,10000.0,0.0,10000.0,No Promo
83,T088489,2025-07-14 20:28:28,20250714,Bandung,C67133,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5,5000.0,3750.0,0.25,18750.0,Promo Seasonal High
84,T036880,2025-05-20 15:33:41,20250520,Surabaya,C68155,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,3,4000.0,4000.0,0.0,12000.0,No Promo
85,T055470,2025-06-10 19:21:03,20250610,Surabaya,C21051,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,5,10000.0,10000.0,0.0,50000.0,No Promo
86,T077505,2025-07-03 12:44:04,20250703,Bandung,C96250,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,3,10000.0,7000.0,0.3,21000.0,Promo Seasonal High
87,T038820,2025-05-22 20:29:21,20250522,Bandung,C13790,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,5,4000.0,4000.0,0.0,20000.0,No Promo
88,T035364,2025-05-18 20:34:56,20250518,Bandung,C36005,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,5,5000.0,5000.0,0.0,25000.0,No Promo
89,T168518,2025-09-25 16:01:53,20250925,Jakarta,C11854,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,1,4000.0,2800.0,0.3,2800.0,Promo Seasonal High
90,T126818,2025-08-20 14:27:54,20250820,Surabaya,C26734,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,4,3000.0,2850.0,0.05,11400.0,Promo Normal
91,T204884,2025-10-26 11:40:45,20251026,Semarang,C46474,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,5,4500.0,4500.0,0.0,22500.0,No Promo
92,T142393,2025-09-03 18:53:46,20250903,Surabaya,C98164,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,4,3500.0,3500.0,0.0,14000.0,No Promo
93,T119670,2025-08-14 17:26:12,20250814,Jakarta,C81515,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3,3000.0,2250.0,0.25,6750.0,Promo Seasonal High
94,T171421,2025-09-27 10:17:06,20250927,Surabaya,C13672,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,5,6000.0,4200.0,0.3,21000.0,Promo Seasonal High
95,T158734,2025-09-17 12:30:37,20250917,Jakarta,C10382,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,3,5000.0,5000.0,0.0,15000.0,No Promo
96,T116633,2025-08-11 09:41:10,20250811,Jakarta,C33414,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,3,7000.0,7000.0,0.0,21000.0,No Promo
97,T031997,2025-05-14 11:08:36,20250514,Semarang,C97413,S001,Richeese Wafer Keju 50g,Richeese,Wafer,1,5800.0,5800.0,0.0,5800.0,No Promo
98,T115577,2025-08-10 12:08:30,20250810,Jakarta,C02265,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,1,7000.0,7000.0,0.0,7000.0,No Promo
99,T055448,2025-06-10 18:04:11,20250610,Surabaya,C56465,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5,5800.0,5800.0,0.0,29000.0,No Promo
100,T153371,2025-09-12 20:04:07,20250912,Bandung,C87732,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,1,6000.0,4500.0,0.25,4500.0,Promo Seasonal High
101,T166590,2025-09-23 12:06:41,20250923,Surabaya,C34033,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,4,7000.0,7000.0,0.0,28000.0,No Promo
102,T186404,2025-10-10 14:34:24,20251010,Jakarta,C87862,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,4,3500.0,2450.0,0.3,9800.0,Promo Seasonal High
103,T111835,2025-08-06 20:13:34,20250806,Semarang,C42465,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,1,7000.0,6300.0,0.1,6300.0,Promo Normal
104,T209275,2025-10-30 09:44:26,20251030,Bandung,C13878,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,3,7000.0,7000.0,0.0,21000.0,No Promo
105,T031031,2025-05-13 17:56:11,20250513,Bandung,C26966,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,3,10000.0,8000.0,0.2,24000.0,Promo Bundling
106,T123058,2025-08-17 09:05:29,20250817,Jakarta,C32930,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4,4000.0,4000.0,0.0,16000.0,No Promo
107,T041796,2025-05-26 18:52:18,20250526,Jakarta,C79776,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,2,6000.0,6000.0,0.0,12000.0,No Promo
108,T179914,2025-10-04 17:28:38,20251004,Surabaya,C44838,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,2,3500.0,2450.0,0.3,4900.0,Promo Seasonal High
109,T076725,2025-07-03 09:05:33,20250703,Jakarta,C57359,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,5,5800.0,5220.0,0.1,26100.0,Promo Bundling
110,T046350,2025-05-31 10:56:02,20250531,Surabaya,C47938,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,3,4000.0,4000.0,0.0,12000.0,No Promo
111,T191926,2025-10-15 17:14:57,20251015,Jakarta,C67851,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,4,7000.0,5600.0,0.2,22400.0,Promo Bundling
112,T118180,2025-08-12 19:17:48,20250812,Bandung,C40971,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,2,3500.0,3500.0,0.0,7000.0,No Promo
113,T150602,2025-09-10 12:07:59,20250910,Surabaya,C41587,S001,Richeese Wafer Keju 50g,Richeese,Wafer,3,5800.0,5220.0,0.1,15660.0,Promo Bundling
114,T124935,2025-08-18 09:51:54,20250818,Semarang,C26268,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,2,4000.0,4000.0,0.0,8000.0,No Promo
115,T100189,2025-07-26 14:21:01,20250726,Bandung,C19532,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,1,5800.0,5800.0,0.0,5800.0,No Promo
116,T183627,2025-10-08 09:02:36,20251008,Jakarta,C34183,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,4,7000.0,7000.0,0.0,28000.0,No Promo
117,T132701,2025-08-26 11:44:40,20250826,Jakarta,C10752,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,1,3000.0,2250.0,0.25,2250.0,Promo Seasonal High
118,T029296,2025-05-11 15:06:48,20250511,Surabaya,C38203,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,3,3000.0,3000.0,0.0,9000.0,No Promo
119,T090348,2025-07-16 14:44:07,20250716,Surabaya,C65629,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,5,3000.0,3000.0,0.0,15000.0,No Promo
120,T142902,2025-09-04 19:44:34,20250904,Jakarta,C68094,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,5,5800.0,5800.0,0.0,29000.0,No Promo
121,T146839,2025-09-07 15:51:47,20250907,Jakarta,C96558,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,5,4000.0,4000.0,0.0,20000.0,No Promo
122,T186115,2025-10-10 12:35:47,20251010,Jakarta,C81155,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,1,4000.0,3200.0,0.2,3200.0,Promo Bundling
123,T133862,2025-08-27 16:33:52,20250827,Jakarta,C67446,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,4,7000.0,7000.0,0.0,28000.0,No Promo
124,T082951,2025-07-09 12:56:27,20250709,Jakarta,C80550,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,5,6000.0,6000.0,0.0,30000.0,No Promo
125,T090805,2025-07-17 09:31:05,20250717,Jakarta,C88332,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3,3500.0,2450.0,0.3,7350.0,Promo Seasonal High
126,T162469,2025-09-20 17:09:45,20250920,Jakarta,C60438,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3,3500.0,2620.0,0.25,7860.0,Promo Seasonal High
127,T137884,2025-08-30 15:57:44,20250830,Surabaya,C24190,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,5,5500.0,4950.0,0.1,24750.0,Promo Normal
128,T163276,2025-09-20 11:51:26,20250920,Bandung,C53471,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,1,3500.0,3500.0,0.0,3500.0,No Promo
129,T049613,2025-06-04 09:08:39,20250604,Jakarta,C02216,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,3,4500.0,4050.0,0.1,12150.0,Promo Bundling
130,T041753,2025-05-26 14:07:54,20250526,Jakarta,C10896,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4,4000.0,4000.0,0.0,16000.0,No Promo
131,T118005,2025-08-12 13:01:38,20250812,Surabaya,C90586,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4,4000.0,3000.0,0.25,12000.0,Promo Seasonal High
132,T121551,2025-08-15 18:48:03,20250815,Bandung,C82390,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,5,4000.0,4000.0,0.0,20000.0,No Promo
133,T104421,2025-07-30 19:58:43,20250730,Semarang,C39722,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,1,5000.0,5000.0,0.0,5000.0,No Promo
134,T179009,2025-10-04 19:33:10,20251004,Jakarta,C95530,S001,Richeese Wafer Keju 50g,Richeese,Wafer,4,5800.0,5800.0,0.0,23200.0,No Promo
135,T205274,2025-10-27 10:16:44,20251027,Jakarta,C46998,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,3,4000.0,4000.0,0.0,12000.0,No Promo
136,T051603,2025-06-06 19:17:30,20250606,Jakarta,C88424,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,4,4000.0,3600.0,0.1,14400.0,Promo Normal
137,T171537,2025-09-27 16:07:37,20250927,Bandung,C28254,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,5,3000.0,2250.0,0.25,11250.0,Promo Seasonal High
138,T032660,2025-05-15 20:17:45,20250515,Surabaya,C00232,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,5,3000.0,3000.0,0.0,15000.0,No Promo
139,T067294,2025-06-22 14:38:43,20250622,Semarang,C57608,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,5,7000.0,7000.0,0.0,35000.0,No Promo
140,T079400,2025-07-05 09:31:14,20250705,Surabaya,C32187,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,2,7000.0,5250.0,0.25,10500.0,Promo Seasonal High
141,T085404,2025-07-11 18:38:41,20250711,Bandung,C47864,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4,4000.0,4000.0,0.0,16000.0,No Promo
142,T022278,2025-05-03 17:12:01,20250503,Surabaya,C38547,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,5,3500.0,3500.0,0.0,17500.0,No Promo
143,T120814,2025-08-15 18:34:38,20250815,Jakarta,C95832,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,1,3000.0,2250.0,0.25,2250.0,Promo Seasonal High
144,T049164,2025-06-03 13:16:44,20250603,Surabaya,C77660,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,2,6000.0,5400.0,0.1,10800.0,Promo Bundling
145,T051971,2025-06-06 14:07:25,20250606,Surabaya,C01323,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,1,6000.0,5400.0,0.1,5400.0,Promo Bundling
146,T154553,2025-09-13 10:19:10,20250913,Bandung,C75950,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,3,10000.0,9500.0,0.05,28500.0,Promo Normal
147,T115238,2025-08-10 12:25:25,20250810,Jakarta,C69399,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,1,10000.0,8000.0,0.2,8000.0,Promo Bundling
148,T126149,2025-08-20 09:17:15,20250820,Jakarta,C07939,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,2,10000.0,7000.0,0.3,14000.0,Promo Seasonal High
149,T110831,2025-08-06 10:18:30,20250806,Jakarta,C00845,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,4,10000.0,8000.0,0.2,32000.0,Promo Bundling
