,TransactionID,DateTime,Date_Key,Branch,Customer_ID,SKU_ID,SKU,Brand,SKU_Category,Qty,NormalPrice,DiscountedPrice,DiscountPercentage,Total_Price,Promo_Category
19,T203912,2025-10-26 16:40:55,20251026,Jakarta,C60073,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,5,10000.0,10000.0,0.0,50000.0,No Promo
20,T208525,2025-10-30 20:07:32,20251030,Jakarta,C55875,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4,4000.0,4000.0,0.0,16000.0,No Promo
21,T080680,2025-07-07 10:06:43,20250707,Jakarta,C98160,S001,Richeese Wafer Keju 50g,Richeese,Wafer,3,5800.0,5800.0,0.0,17400.0,No Promo
22,T189160,2025-10-12 14:57:15,20251012,Bandung,C97905,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,1,5000.0,3750.0,0.25,3750.0,Promo Seasonal High
23,T035423,2025-05-18 10:56:43,20250518,Bandung,C23577,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,1,3500.0,3500.0,0.0,3500.0,No Promo
24,T040298,2025-05-24 19:34:15,20250524,Surabaya,C79256,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,1,7000.0,5600.0,0.2,5600.0,Promo Bundling
25,T187000,2025-10-10 14:03:15,20251010,Semarang,C54340,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,2,3000.0,3000.0,0.0,6000.0,No Promo
26,T099850,2025-07-26 12:04:33,20250726,Jakarta,C72916,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,1,7000.0,7000.0,0.0,7000.0,No Promo
27,T170063,2025-09-26 12:04:01,20250926,Surabaya,C18590,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,4,3500.0,3500.0,0.0,14000.0,No Promo
28,T191515,2025-10-15 13:46:50,20251015,Jakarta,C59137,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,5,10000.0,10000.0,0.0,50000.0,No Promo
29,T095909,2025-07-22 12:16:07,20250722,Jakarta,C95853,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,5,3000.0,3000.0,0.0,15000.0,No Promo
30,T097924,2025-07-24 16:11:24,20250724,Jakarta,C06826,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,4,3000.0,3000.0,0.0,12000.0,No Promo
31,T181397,2025-10-06 17:51:28,20251006,Jakarta,C47139,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,2,10000.0,7000.0,0.3,14000.0,Promo Seasonal High
32,T099730,2025-07-26 10:40:55,20250726,Jakarta,C18473,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,2,4000.0,4000.0,0.0,8000.0,No Promo
33,T135326,2025-08-28 14:02:06,20250828,Jakarta,C34306,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,1,6000.0,4800.0,0.2,4800.0,Promo Bundling
34,T065411,2025-06-20 15:35:29,20250620,Bandung,C06460,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,5,6000.0,5400.0,0.1,27000.0,Promo Bundling
35,T149385,2025-09-09 20:37:53,20250909,Surabaya,C56190,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,1,10000.0,10000.0,0.0,10000.0,No Promo
36,T103017,2025-07-29 11:37:13,20250729,Surabaya,C93363,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,2,10000.0,9500.0,0.05,19000.0,Promo Normal
37,T103217,2025-07-29 14:54:45,20250729,Surabaya,C51168,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,1,3500.0,3500.0,0.0,3500.0,No Promo
38,T125982,2025-08-19 09:19:26,20250819,Semarang,C77066,S001,Richeese Wafer Keju 50g,Richeese,Wafer,2,5800.0,5220.0,0.1,10440.0,Promo Bundling
39,T144217,2025-09-05 09:31:38,20250905,Jakarta,C70055,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,3,7000.0,6300.0,0.1,18900.0,Promo Normal
40,T026313,2025-05-08 10:50:35,20250508,Jakarta,C25363,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,5,4000.0,4000.0,0.0,20000.0,No Promo
41,T064560,2025-06-19 19:20:14,20250619,Semarang,C60201,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,1,4000.0,2800.0,0.3,2800.0,Promo Seasonal High
42,T041772,2025-05-26 10:15:53,20250526,Jakarta,C67524,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,1,4000.0,4000.0,0.0,4000.0,No Promo
43,T098000,2025-07-24 10:52:53,20250724,Surabaya,C72979,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,5,10000.0,9500.0,0.05,47500.0,Promo Normal
44,T171736,2025-09-27 16:24:14,20250927,Semarang,C01436,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,1,4000.0,4000.0,0.0,4000.0,No Promo
45,T025154,2025-05-07 18:11:12,20250507,Jakarta,C88053,S001,Richeese Wafer Keju 50g,Richeese,Wafer,1,5800.0,5800.0,0.0,5800.0,No Promo
46,T190616,2025-10-14 18:56:52,20251014,Jakarta,C51515,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,3,5000.0,3500.0,0.3,10500.0,Promo Seasonal High
47,T054706,2025-06-09 16:27:33,20250609,Surabaya,C82986,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,2,5500.0,5500.0,0.0,11000.0,No Promo
48,T142829,2025-09-03 10:12:52,20250903,Semarang,C28350,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,3,4000.0,4000.0,0.0,12000.0,No Promo
49,T081566,2025-07-07 18:55:32,20250707,Semarang,C35407,S001,Richeese Wafer Keju 50g,Richeese,Wafer,4,5800.0,5800.0,0.0,23200.0,No Promo
50,T048666,2025-06-03 11:34:26,20250603,Jakarta,C10696,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,4,3000.0,3000.0,0.0,12000.0,No Promo
51,T122266,2025-08-16 17:24:05,20250816,Surabaya,C46526,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,5,10000.0,9500.0,0.05,47500.0,Promo Normal
52,T023998,2025-05-05 18:45:52,20250505,Surabaya,C88637,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,2,5000.0,5000.0,0.0,10000.0,No Promo
53,T184134,2025-10-08 19:26:56,20251008,Surabaya,C46756,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,4,10000.0,10000.0,0.0,40000.0,No Promo
54,T043275,2025-05-28 10:52:51,20250528,Jakarta,C40266,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,2,5800.0,4060.0,0.3,8120.0,Promo Seasonal High
55,T149714,2025-09-09 13:59:51,20250909,Bandung,C45851,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,5,7000.0,6300.0,0.1,31500.0,Promo Normal
56,T085128,2025-07-11 16:19:05,20250711,Surabaya,C29725,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,1,3000.0,3000.0,0.0,3000.0,No Promo
57,T154217,2025-09-13 16:39:19,20250913,Surabaya,C02918,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,2,10000.0,7500.0,0.25,15000.0,Promo Seasonal High
58,T198579,2025-10-21 10:50:06,20251021,Jakarta,C24655,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,3,4000.0,4000.0,0.0,12000.0,No Promo
59,T170151,2025-09-26 09:27:29,20250926,Surabaya,C28375,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,5,4000.0,2800.0,0.3,14000.0,Promo Seasonal High
60,T036530,2025-05-20 11:58:47,20250520,Jakarta,C18480,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,5,3000.0,3000.0,0.0,15000.0,No Promo
61,T203541,2025-10-25 11:35:34,20251025,Surabaya,C24632,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,4,7000.0,7000.0,0.0,28000.0,No Promo
62,T051682,2025-06-06 12:28:41,20250606,Jakarta,C01997,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,1,7000.0,6300.0,0.1,6300.0,Promo Bundling
63,T201882,2025-10-24 12:24:02,20251024,Jakarta,C97303,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,2,3000.0,3000.0,0.0,6000.0,No Promo
64,T043750,2025-05-28 18:37:54,20250528,Surabaya,C64133,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3,3500.0,3500.0,0.0,10500.0,No Promo
65,T050557,2025-06-05 14:04:23,20250605,Jakarta,C79506,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,1,3500.0,3500.0,0.0,3500.0,No Promo
66,T065970,2025-06-21 12:14:34,20250621,Surabaya,C69225,S001,Richeese Wafer Keju 50g,Richeese,Wafer,4,5800.0,5800.0,0.0,23200.0,No Promo
67,T029340,2025-05-11 16:47:47,20250511,Bandung,C67308,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,3,7000.0,7000.0,0.0,21000.0,No Promo
68,T031376,2025-05-14 18:36:20,20250514,Jakarta,C94844,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,5,4500.0,4500.0,0.0,22500.0,No Promo
69,T065087,2025-06-20 11:01:46,20250620,Surabaya,C90719,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,2,10000.0,10000.0,0.0,20000.0,No Promo
70,T114032,2025-08-09 09:35:59,20250809,Jakarta,C82263,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,2,5800.0,5800.0,0.0,11600.0,No Promo
71,T190941,2025-10-14 16:33:05,20251014,Surabaya,C20010,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,2,7000.0,6300.0,0.1,12600.0,Promo Normal
72,T151611,2025-09-11 17:30:45,20250911,Jakarta,C30678,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,2,7000.0,7000.0,0.0,14000.0,No Promo
73,T186799,2025-10-10 17:27:20,20251010,Bandung,C05741,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,4,4500.0,4050.0,0.1,16200.0,Promo Bundling
74,T128332,2025-08-22 09:01:58,20250822,Jakarta,C90952,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,1,3000.0,2250.0,0.25,2250.0,Promo Seasonal High
75,T038432,2025-05-22 13:31:15,20250522,Jakarta,C27015,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,1,7000.0,5250.0,0.25,5250.0,Promo Seasonal High
76,T095056,2025-07-21 12:13:27,20250721,Surabaya,C34409,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,1,4500.0,4500.0,0.0,4500.0,No Promo
77,T126506,2025-08-20 11:08:26,20250820,Jakarta,C22846,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,4,7000.0,7000.0,0.0,28000.0,No Promo
78,T076659,2025-07-02 17:53:04,20250702,Semarang,C55474,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,4,5000.0,5000.0,0.0,20000.0,No Promo
79,T069744,2025-06-25 14:01:42,20250625,Surabaya,C83317,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,4,5800.0,5800.0,0.0,23200.0,No Promo
80,T099441,2025-07-26 09:09:24,20250726,Jakarta,C61923,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,1,5800.0,5800.0,0.0,5800.0,No Promo
81,T070341,2025-06-26 15:06:17,20250626,Jakarta,C07721,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,5,3000.0,2700.0,0.1,13500.0,Promo Bundling
82,T143493,2025-09-04 20:07:36,20250904,Surabaya,C96469,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,3,10000.0,7000.0,0.3,21000.0,Promo Seasonal High
83,T169481,2025-09-26 11:12:48,20250926,Jakarta,C09587,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,2,7000.0,7000.0,0.0,14000.0,No Promo
84,T164361,2025-09-21 19:47:37,20250921,Bandung,C43188,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,1,5000.0,5000.0,0.0,5000.0,No Promo
85,T087099,2025-07-13 17:09:55,20250713,Jakarta,C15916,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,1,3500.0,3150.0,0.1,3150.0,Promo Normal
86,T106605,2025-08-02 12:48:31,20250802,Jakarta,C38716,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,4,5800.0,4350.0,0.25,17400.0,Promo Seasonal High
87,T075686,2025-07-01 20:57:04,20250701,Semarang,C32969,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,2,6000.0,6000.0,0.0,12000.0,No Promo
88,T049567,2025-06-04 20:54:26,20250604,Jakarta,C31475,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3,3000.0,2250.0,0.25,6750.0,Promo Seasonal High
89,T065432,2025-06-20 13:05:41,20250620,Bandung,C37882,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,5,3000.0,2700.0,0.1,13500.0,Promo Bundling
90,T089077,2025-07-15 20:43:39,20250715,Jakarta,C65008,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,2,7000.0,7000.0,0.0,14000.0,No Promo
91,T042004,2025-05-26 18:28:09,20250526,Surabaya,C66471,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,2,4000.0,4000.0,0.0,8000.0,No Promo
92,T092528,2025-07-19 15:43:55,20250719,Jakarta,C79370,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,2,10000.0,10000.0,0.0,20000.0,No Promo
93,T114361,2025-08-09 11:24:33,20250809,Jakarta,C68013,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,3,4000.0,4000.0,0.0,12000.0,No Promo
94,T064716,2025-06-20 20:22:56,20250620,Jakarta,C15893,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,3,7000.0,7000.0,0.0,21000.0,No Promo
95,T137073,2025-08-29 12:58:21,20250829,Semarang,C62815,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,2,10000.0,7000.0,0.3,14000.0,Promo Seasonal High
96,T108362,2025-08-03 15:59:30,20250803,Surabaya,C80611,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,5,3500.0,3500.0,0.0,17500.0,No Promo
97,T167364,2025-09-24 12:51:00,20250924,Jakarta,C02921,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,1,7000.0,7000.0,0.0,7000.0,No Promo
98,T116221,2025-08-11 17:47:14,20250811,Jakarta,C13251,S001,Richeese Wafer Keju 50g,Richeese,Wafer,4,5800.0,5220.0,0.1,20880.0,Promo Bundling
99,T129660,2025-08-23 20:00:12,20250823,Jakarta,C53135,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,2,6000.0,4800.0,0.2,9600.0,Promo Bundling
100,T188669,2025-10-12 12:59:32,20251012,Jakarta,C16399,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,2,7000.0,5600.0,0.2,11200.0,Promo Bundling
101,T147008,2025-09-07 14:52:21,20250907,Jakarta,C15985,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,4,3000.0,2850.0,0.05,11400.0,Promo Normal
102,T116858,2025-08-11 19:01:22,20250811,Surabaya,C72993,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,1,4500.0,3600.0,0.2,3600.0,Promo Bundling
103,T053582,2025-06-08 11:38:17,20250608,Jakarta,C90101,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,4,3500.0,2450.0,0.3,9800.0,Promo Seasonal High
104,T148102,2025-09-08 17:26:10,20250908,Jakarta,C33199,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,2,3000.0,2850.0,0.05,5700.0,Promo Normal
105,T025395,2025-05-07 10:13:43,20250507,Jakarta,C91218,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,2,5000.0,3500.0,0.3,7000.0,Promo Seasonal High
106,T075589,2025-07-01 19:15:22,20250701,Bandung,C03877,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,5,7000.0,5250.0,0.25,26250.0,Promo Seasonal High
107,T157641,2025-09-16 13:36:16,20250916,Jakarta,C38483,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,4,6000.0,4500.0,0.25,18000.0,Promo Seasonal High
108,T087091,2025-07-13 20:13:08,20250713,Jakarta,C53431,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,4,3500.0,3150.0,0.1,12600.0,Promo Normal
109,T159513,2025-09-17 12:17:37,20250917,Bandung,C34840,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,4,6000.0,4500.0,0.25,18000.0,Promo Seasonal High
110,T195697,2025-10-18 09:23:06,20251018,Surabaya,C76414,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,2,7000.0,5600.0,0.2,11200.0,Promo Bundling
111,T207370,2025-10-29 10:29:33,20251029,Jakarta,C38713,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,2,3500.0,3500.0,0.0,7000.0,No Promo
112,T127132,2025-08-21 12:34:07,20250821,Jakarta,C58682,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,4,10000.0,7000.0,0.3,28000.0,Promo Seasonal High
113,T114151,2025-08-09 16:26:40,20250809,Jakarta,C58344,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,3,7000.0,6300.0,0.1,18900.0,Promo Normal
114,T065386,2025-06-20 17:19:17,20250620,Bandung,C43120,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,1,4000.0,2800.0,0.3,2800.0,Promo Seasonal High
115,T089117,2025-07-15 10:28:09,20250715,Jakarta,C82983,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,2,7000.0,7000.0,0.0,14000.0,No Promo
116,T112914,2025-08-07 13:22:37,20250807,Semarang,C13304,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,2,4000.0,4000.0,0.0,8000.0,No Promo
117,T089948,2025-07-16 12:18:08,20250716,Jakarta,C71168,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,1,5500.0,3850.0,0.3,3850.0,Promo Seasonal High
118,T142879,2025-09-04 11:46:14,20250904,Jakarta,C00347,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5,5800.0,4350.0,0.25,21750.0,Promo Seasonal High
119,T025400,2025-05-07 12:24:39,20250507,Jakarta,C60691,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,1,5000.0,3500.0,0.3,3500.0,Promo Seasonal High
120,T203488,2025-10-25 12:15:59,20251025,Surabaya,C06347,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,2,4000.0,4000.0,0.0,8000.0,No Promo
121,T125545,2025-08-19 13:09:09,20250819,Jakarta,C55320,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,5,3500.0,3500.0,0.0,17500.0,No Promo
122,T077980,2025-07-04 14:15:56,20250704,Jakarta,C78566,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,2,4000.0,3200.0,0.2,6400.0,Promo Bundling
123,T039222,2025-05-23 20:10:40,20250523,Jakarta,C45727,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,3,5500.0,5500.0,0.0,16500.0,No Promo
124,T182679,2025-10-07 16:48:09,20251007,Jakarta,C28737,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,1,5000.0,3750.0,0.25,3750.0,Promo Seasonal High
125,T182345,2025-10-06 12:21:10,20251006,Semarang,C43886,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,4,5000.0,3750.0,0.25,15000.0,Promo Seasonal High
126,T117072,2025-08-11 16:27:23,20250811,Bandung,C44957,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,5,10000.0,8000.0,0.2,40000.0,Promo Bundling
127,T145433,2025-09-06 10:22:16,20250906,Jakarta,C32717,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,1,7000.0,6300.0,0.1,6300.0,Promo Normal
128,T068974,2025-06-24 13:57:02,20250624,Surabaya,C40755,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,2,4000.0,4000.0,0.0,8000.0,No Promo
129,T043963,2025-05-28 16:12:39,20250528,Bandung,C27660,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5,5000.0,5000.0,0.0,25000.0,No Promo
130,T179999,2025-10-04 14:47:12,20251004,Bandung,C51654,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4,4000.0,3200.0,0.2,12800.0,Promo Bundling
131,T095828,2025-07-22 13:30:45,20250722,Jakarta,C90645,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,4,5500.0,4400.0,0.2,17600.0,Promo Bundling
132,T177191,2025-10-02 20:34:51,20251002,Surabaya,C49794,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,1,5800.0,5800.0,0.0,5800.0,No Promo
133,T066942,2025-06-22 18:53:49,20250622,Surabaya,C82695,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,2,10000.0,10000.0,0.0,20000.0,No Promo
134,T181784,2025-10-06 17:44:43,20251006,Jakarta,C33352,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,4,7000.0,5600.0,0.2,22400.0,Promo Bundling
135,T147688,2025-09-08 13:09:34,20250908,Jakarta,C93423,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,1,10000.0,7500.0,0.25,7500.0,Promo Seasonal High
136,T180565,2025-10-05 14:32:01,20251005,Jakarta,C55189,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,5,6000.0,6000.0,0.0,30000.0,No Promo
137,T143967,2025-09-04 15:20:24,20250904,Semarang,C79796,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,2,10000.0,7000.0,0.3,14000.0,Promo Seasonal High
138,T181554,2025-10-06 16:29:50,20251006,Jakarta,C24609,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,2,4000.0,3200.0,0.2,6400.0,Promo Bundling
139,T179854,2025-10-04 20:54:12,20251004,Surabaya,C84923,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,1,6000.0,6000.0,0.0,6000.0,No Promo
140,T038461,2025-05-22 16:59:26,20250522,Jakarta,C92348,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,1,7000.0,7000.0,0.0,7000.0,No Promo
141,T196640,2025-10-19 20:01:01,20251019,Surabaya,C82267,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,4,10000.0,10000.0,0.0,40000.0,No Promo
142,T093176,2025-07-19 14:56:24,20250719,Surabaya,C36217,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,1,5500.0,3850.0,0.3,3850.0,Promo Seasonal High
143,T058912,2025-06-14 16:56:29,20250614,Jakarta,C51964,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,2,7000.0,6300.0,0.1,12600.0,Promo Bundling
144,T128493,2025-08-22 18:12:01,20250822,Jakarta,C53265,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,2,4000.0,2800.0,0.3,5600.0,Promo Seasonal High
145,T198113,2025-10-20 20:46:26,20251020,Bandung,C04212,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,1,7000.0,5600.0,0.2,5600.0,Promo Bundling
146,T079937,2025-07-06 15:25:16,20250706,Jakarta,C45863,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,3,5000.0,4500.0,0.1,13500.0,Promo Bundling
147,T156474,2025-09-15 20:13:08,20250915,Jakarta,C12293,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,1,3500.0,3500.0,0.0,3500.0,No Promo
148,T041080,2025-05-25 11:28:47,20250525,Surabaya,C57582,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,3,10000.0,8000.0,0.2,24000.0,Promo Bundling
149,T175417,2025-09-30 19:30:46,20250930,Semarang,C69988,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,3,4000.0,3200.0,0.2,9600.0,Promo Bundling
